candidate_text,candidate_label,source_mention,linker_score
Social Anxiety,C0424166||Social Anxiety,anxiety,0.802735447883606
Anxiolytic Agent,C0040616||Anxiolytic Agent,anxiety,0.7946444153785706
anxiety,UMLS:C0003467||anxiety,anxiety,1.0
Hematopoiesis,C0018951||Hematopoiesis,hematopoiesis,0.9803218841552734
Clonal Hematopoiesis,C5206406||Clonal Hematopoiesis,hematopoiesis,0.8442023992538452
Cyclic hematopoiesis,C0221023||Cyclic hematopoiesis,hematopoiesis,0.8434416055679321
Interleukin 1 alpha,C0600251||Interleukin 1 alpha,hematopoiesis,0.7008518576622009
hematopoiesis,UMLS:C0018951||hematopoiesis,hematopoiesis,1.0
mid,UMLS:C0444598||mid,mid,1.0
blind,UMLS:C2347038||blind,blind,1.0
Peripherin,C3658334||Peripherin,peripheral,0.7590399980545044
Peripheral Nerves,C0031119||Peripheral Nerves,peripheral,0.7519043684005737
Peripheral Tolerance,C3179073||Peripheral Tolerance,peripheral,0.7180734276771545
Peripheral Neuritides,C0027813||Peripheral Neuritides,peripheral,0.704150378704071
peripheral,UMLS:C0205100||peripheral,peripheral,1.0
CD177(-),UMLS:C1824675||CD177(-),CD177(-),1.0
Purinergic P2X7 Receptor,C0386482||Purinergic P2X7 Receptor,DA receptor,0.7700806260108948
"Protein, ATP6AP2","C1137119||Protein, ATP6AP2",DA receptor,0.7313191890716553
Protein C Receptor,C4319747||Protein C Receptor,DA receptor,0.7301660776138306
Cholinoceptors,C0034792||Cholinoceptors,DA receptor,0.7116410136222839
Calcitonin Receptor-Like Receptor,C0675239||Calcitonin Receptor-Like Receptor,DA receptor,0.7006865739822388
DA receptor,UMLS:C0034798||DA receptor,DA receptor,1.0
DNA,C0012854||DNA,DNA,0.9930145144462585
DNA Polymerase alpha,C0012888||DNA Polymerase alpha,DNA,0.7047665119171143
DNA Probes,C0012893||DNA Probes,DNA,0.7019249796867371
DNA,UMLS:C0012854||DNA,DNA,1.0
Eukaryotic Cell,C0015161||Eukaryotic Cell,eukaryotic,0.8738495111465454
Eukaryotas,C0684063||Eukaryotas,eukaryotic,0.8057543635368347
Eukaryotic Peptide Initiation Factor-1,C0013728||Eukaryotic Peptide Initiation Factor-1,eukaryotic,0.7101792097091675
Eukaryotic Initiation Factor 2,C0013729||Eukaryotic Initiation Factor 2,eukaryotic,0.7083660364151001
Eukaryotic Peptide Initiation Factor-3,C0752615||Eukaryotic Peptide Initiation Factor-3,eukaryotic,0.7059364318847656
eukaryotic,UMLS:C0015161||eukaryotic,eukaryotic,1.0
Severe Sepsis,C1719672||Severe Sepsis,severe uveitis course,0.7971477508544922
Uveitides,C0042164||Uveitides,severe uveitis course,0.9649683833122253
Anterior Uveitis,C0042165||Anterior Uveitis,severe uveitis course,0.7775415182113647
Posterior Uveitis,C0042167||Posterior Uveitis,severe uveitis course,0.7501833438873291
"Uveitis, Intermediate","C0042166||Uveitis, Intermediate",severe uveitis course,0.7082781195640564
severe uveitis course,UMLS:C0242656||severe uveitis course,severe uveitis course,1.0
Maternal Age,C0024915||Maternal Age,maternal,0.7874647974967957
"RNA, Messenger, Maternal","C0887945||RNA, Messenger, Maternal",maternal,0.7370335459709167
"PKU, Maternal","C0085547||PKU, Maternal",maternal,0.7261015772819519
Maternal Deaths,C3494405||Maternal Deaths,maternal,0.7255092859268188
Maternal Sepsis,C4704910||Maternal Sepsis,maternal,0.71080482006073
maternal,UMLS:C1858460||maternal,maternal,1.0
analysis,C1524024||analysis,analysis,0.9881182909011841
ROC Curve,C0035787||ROC Curve,analysis,0.7730289697647095
Data Analysis,C0010992||Data Analysis,analysis,0.767042338848114
Fourier Analysis,C0016620||Fourier Analysis,analysis,0.7551167011260986
Semen Quality Analyses,C0202533||Semen Quality Analyses,analysis,0.7453413605690002
analysis,UMLS:C0936012||analysis,analysis,1.0
Infestation and Infection,C3714514||Infestation and Infection,infections,0.986591100692749
"Infections, Ear","C0699744||Infections, Ear",infections,0.8241477608680725
Reinfection,C0205339||Reinfection,infections,0.8176122307777405
"Infections, Viral","C0042769||Infections, Viral",infections,0.8125737309455872
E coli Infection,C0014836||E coli Infection,infections,0.8120415806770325
infections,UMLS:C3714514||infections,infections,1.0
phenolics,UMLS:C0359916||phenolics,phenolics,1.0
Tanzania,C0039298||Tanzania,Tanzania,0.9727456569671631
Tanzania,UMLS:C0039298||Tanzania,Tanzania,1.0
pathway,UMLS:C1704259||pathway,pathway,1.0
Oocytes,C0029045||Oocytes,oocytes,0.9709488153457642
oocytes,UMLS:C0029045||oocytes,oocytes,1.0
Cartilages,C0007301||Cartilages,cartilage,0.9884740114212036
Ear Cartilage,C0013445||Ear Cartilage,cartilage,0.8309462070465088
Sternal Cartilage,C0222787||Sternal Cartilage,cartilage,0.8103329539299011
Articular Cartilage,C0007303||Articular Cartilage,cartilage,0.798859715461731
"Cartilage, Nasal","C0225415||Cartilage, Nasal",cartilage,0.7927612662315369
cartilage,UMLS:C0007303||cartilage,cartilage,1.0
Ethical Analysis,C0014998||Ethical Analysis,analyses,0.7551912069320679
analyses,UMLS:C0936012||analyses,analyses,1.0
examined,UMLS:C0220825||examined,examined,1.0
Tea,C0039400||Tea,TEA,0.9952048659324646
TEA,UMLS:C0076252||TEA,TEA,1.0
Virus Activation,C0042767||Virus Activation,activation,0.7871786952018738
Enzyme Activation,C0014429||Enzyme Activation,activation,0.7391501665115356
"Activation, Transcription","C0162493||Activation, Transcription",activation,0.7260462641716003
X-Inactivation,C0043297||X-Inactivation,activation,0.719581127166748
activation,UMLS:C0014429||activation,activation,1.0
Reference Ranges,C0086715||Reference Ranges,reference,0.814684271812439
"Books, Reference","C0034922||Books, Reference",reference,0.7226824164390564
Reference Standards,C0034925||Reference Standards,reference,0.7019224166870117
Patient Preference,C0376409||Patient Preference,reference,0.7002310156822205
reference,UMLS:C1514811||reference,reference,1.0
anomalies,C0000769||anomalies,endocrine abnormalities,0.7542403936386108
endocrine abnormalities,UMLS:C4025823||endocrine abnormalities,endocrine abnormalities,1.0
Race,C3853635||Race,race,0.9923458695411682
race,UMLS:C0034510||race,race,1.0
Glaucoma,C0017601||Glaucoma,glaucoma,0.9824434518814087
"Simplices, Glaucoma","C0017612||Simplices, Glaucoma",glaucoma,0.7373818159103394
glaucoma,UMLS:C0339573||glaucoma,glaucoma,1.0
Survey,C0038951||Survey,survey,0.9777502417564392
Diet Surveys,C0012158||Diet Surveys,survey,0.825782060623169
Health Surveys,C0018762||Health Surveys,survey,0.7720767259597778
Library Surveys,C0023632||Library Surveys,survey,0.719443678855896
Nutrition Surveys,C0028713||Nutrition Surveys,survey,0.7169575691223145
survey,UMLS:C0038951||survey,survey,1.0
Detection Dogs,C5392129||Detection Dogs,detection,0.7850542068481445
Lie Detection,C0023667||Lie Detection,detection,0.7682522535324097
Ovulation Detection,C0029966||Ovulation Detection,detection,0.7641869783401489
Estrus Detection,C0014949||Estrus Detection,detection,0.7588273882865906
Detection Limit,C2718050||Detection Limit,detection,0.7532411217689514
detection,UMLS:C1511790||detection,detection,1.0
temporal pole,UMLS:C0149552||temporal pole,temporal pole,1.0
"Cortex, Prefrontal","C0162783||Cortex, Prefrontal",dorsal prefrontal cortex,0.817552387714386
DLPFC,C4019080||DLPFC,dorsal prefrontal cortex,0.8114697933197021
dorsal prefrontal cortex,UMLS:C4019080||dorsal prefrontal cortex,dorsal prefrontal cortex,1.0
Surgical Margins,C0229985||Surgical Margins,Surgical,0.7967569231987
"Casts, Surgical","C0007348||Casts, Surgical",Surgical,0.7928377389907837
Operative Time,C3494201||Operative Time,Surgical,0.7904642820358276
Surgical Stoma,C1955856||Surgical Stoma,Surgical,0.7847572565078735
Surgical Tape,C0183837||Surgical Tape,Surgical,0.7640530467033386
Surgical,UMLS:C0543467||Surgical,Surgical,1.0
MicroRNAs,C1101610||MicroRNAs,MicroRNAs,0.9969453811645508
MicroRNAs,UMLS:C1101610||MicroRNAs,MicroRNAs,1.0
positive,UMLS:C1514241||positive,positive,1.0
iteration,UMLS:C1854293||iteration,iteration,1.0
"Adjustment, Psychological","C0557904||Adjustment, Psychological",Adaptations,0.8034043908119202
"Adaptation, Ocular","C0001399||Adaptation, Ocular",Adaptations,0.7795895934104919
Light Adaptation,C0237452||Light Adaptation,Adaptations,0.7663206458091736
Host Adaptation,C5392257||Host Adaptation,Adaptations,0.7323794364929199
Thermotolerance,C3544386||Thermotolerance,Adaptations,0.7293775081634521
Adaptations,UMLS:C0392673||Adaptations,Adaptations,1.0
rootstocks,UMLS:C0032098||rootstocks,rootstocks,1.0
Down-Regulation,C0013081||Down-Regulation,downregulated,0.7817009687423706
downregulated,UMLS:C0013081||downregulated,downregulated,1.0
Transfusion Reaction,C0274435||Transfusion Reaction,transfusion,0.8272461891174316
"Blood Transfusion, Intrauterine","C0005843||Blood Transfusion, Intrauterine",transfusion,0.7956124544143677
Transfusion Medicine,C1273858||Transfusion Medicine,transfusion,0.7746793031692505
"Cross-Transfusion, Intrauterine","C2909036||Cross-Transfusion, Intrauterine",transfusion,0.7491449117660522
Blood Transfusion,C0005841||Blood Transfusion,transfusion,0.737971842288971
transfusion,UMLS:C0005841||transfusion,transfusion,1.0
cross-sectional study,UMLS:C0010362||cross-sectional study,cross-sectional study,1.0
IHRT,UMLS:C0872279||IHRT,IHRT,1.0
General Practice Physicians,C0017319||General Practice Physicians,practitioners,0.8163707852363586
Nurse Practitioners,C0028657||Nurse Practitioners,practitioners,0.771962583065033
Infection Control Practitioners,C0079619||Infection Control Practitioners,practitioners,0.73016357421875
Traditional Medicine Practitioners,C4741934||Traditional Medicine Practitioners,practitioners,0.7185495495796204
practitioners,UMLS:C0017319||practitioners,practitioners,1.0
brain region,UMLS:C1273723||brain region,brain region,1.0
Remyelination,C0334220||Remyelination,remyelination,0.9603854417800903
Demyelination,C0011304||Demyelination,remyelination,0.8080973625183105
remyelination,UMLS:C0334220||remyelination,remyelination,1.0
Bioactive polymeric materials,UMLS:C0032521||Bioactive polymeric materials,Bioactive polymeric materials,1.0
genus,UMLS:C1708235||genus,genus,1.0
PCs,UMLS:C0227276||PCs,PCs,1.0
neurovascular status,UMLS:C1828265||neurovascular status,neurovascular status,1.0
Standard protocol,UMLS:C2348563||Standard protocol,Standard protocol,1.0
"Infections, HTLV-III","C0019693||Infections, HTLV-III",HIV infection,0.9744205474853516
Co-infections,C0275524||Co-infections,HIV infection,0.7348063588142395
HIV infection,UMLS:C0019693||HIV infection,HIV infection,1.0
Ototoxicity,C0235280||Ototoxicity,cytotoxicity,0.7838281393051147
Phototoxicity,C1527358||Phototoxicity,cytotoxicity,0.7654811143875122
Immunologic Cytotoxicity,C0010864||Immunologic Cytotoxicity,cytotoxicity,0.7250250577926636
toxicity,C0040539||toxicity,cytotoxicity,0.7129063606262207
cytotoxicity,UMLS:C0596402||cytotoxicity,cytotoxicity,1.0
Child,C0008059||Child,Child maltreatment,0.9796313047409058
Child Care,C0008067||Child Care,Child maltreatment,0.780672550201416
Child Rearing,C0008091||Child Rearing,Child maltreatment,0.718907356262207
Foster Youths,C0337544||Foster Youths,Child maltreatment,0.7059233784675598
Congenital Hemidysplasia with Ichthyosiform Erythroderma and Limb Defects,C0265267||Congenital Hemidysplasia with Ichthyosiform Erythroderma and Limb Defects,Child maltreatment,0.7047260999679565
Child maltreatment,UMLS:C0008060||Child maltreatment,Child maltreatment,1.0
J774.1,UMLS:C1513528||J774.1,J774.1,1.0
"Resection, Rectum","C0193062||Resection, Rectum",resection,0.8169779181480408
resection,UMLS:C0015252||resection,resection,1.0
Screenings,C0220908||Screenings,eScreening,0.8276816606521606
eScreening,UMLS:C1710032||eScreening,eScreening,1.0
Malignant Adenomas,C0001418||Malignant Adenomas,Malignant Colonic Lesions,0.7684136629104614
"Teratomas, Malignant","C0334520||Teratomas, Malignant",Malignant Colonic Lesions,0.7676258683204651
Melanomas,C0025202||Melanomas,Malignant Colonic Lesions,0.7484421730041504
Malignant Gliomas,C0555198||Malignant Gliomas,Malignant Colonic Lesions,0.7431976795196533
Hutchinson's Melanotic Freckle,C0149722||Hutchinson's Melanotic Freckle,Malignant Colonic Lesions,0.7258831262588501
Malignant Colonic Lesions,UMLS:C0349051||Malignant Colonic Lesions,Malignant Colonic Lesions,1.0
pancreatic,UMLS:C0030288||pancreatic,pancreatic,1.0
CISS,UMLS:C0282574||CISS,CISS,1.0
expressing,UMLS:C0017262||expressing,expressing,1.0
Molecular Targeted Therapy,C2699893||Molecular Targeted Therapy,targeted therapies,0.8171907067298889
targeted therapies,UMLS:C2985566||targeted therapies,targeted therapies,1.0
(111)In-BnDTPA-exendin(9-39),UMLS:C0358514||(111)In-BnDTPA-exendin(9-39),(111)In-BnDTPA-exendin(9-39),1.0
Descriptive,UMLS:C0678257||Descriptive,Descriptive,1.0
New Delhi,UMLS:C0017446||New Delhi,New Delhi,1.0
Survival,C0038952||Survival,survival model,0.7633251547813416
survival model,UMLS:C0599779||survival model,survival model,1.0
"Pain, Postoperative","C0030201||Pain, Postoperative",post-operative,0.8693453669548035
"Delirium, Postoperative","C0920253||Delirium, Postoperative",post-operative,0.7739199995994568
post-operative,UMLS:C0241311||post-operative,post-operative,1.0
transcriptome,UMLS:C3178810||transcriptome,transcriptome,1.0
Koreans,C1556095||Koreans,Korean population,0.8333048820495605
Korean War,C1449776||Korean War,Korean population,0.78830885887146
Korea,C0022771||Korea,Korean population,0.7463698983192444
Korean population,UMLS:C1556095||Korean population,Korean population,1.0
present,UMLS:C0150312||present,present,1.0
home,UMLS:C0442519||home,home,1.0
Titration,UMLS:C0162621||Titration,Titration,1.0
"Recombination, Interspecies","C1257738||Recombination, Interspecies",interspecific,0.7390800714492798
interspecific,UMLS:C1705920||interspecific,interspecific,1.0
"Vision, Ocular","C0042789||Vision, Ocular",vision loss,0.7675774693489075
Deaf-Blind Disorders,C1955603||Deaf-Blind Disorders,vision loss,0.7368397116661072
vision loss,UMLS:C0042798||vision loss,vision loss,1.0
Fatigue,C0015672||Fatigue,Fatigue,0.9740616083145142
"Fatigue, Mental","C0015676||Fatigue, Mental",Fatigue,0.812336802482605
Asthenopia,C0004095||Asthenopia,Fatigue,0.7487265467643738
Muscle Fatigue,C0242979||Muscle Fatigue,Fatigue,0.7387974262237549
Voice Fatigue,C0241700||Voice Fatigue,Fatigue,0.7209052443504333
Fatigue,UMLS:C0015672||Fatigue,Fatigue,1.0
Conjugated Equine Estrogens,C0014938||Conjugated Equine Estrogens,conjugated two-photon probe,0.7739186882972717
Conjugated Linoleic Acid (CLA),C1257880||Conjugated Linoleic Acid (CLA),conjugated two-photon probe,0.7242462038993835
conjugated two-photon probe,UMLS:C2347609||conjugated two-photon probe,conjugated two-photon probe,1.0
improve,UMLS:C0184511||improve,improve,1.0
Birth Cohort,C1706962||Birth Cohort,cohorts,0.7269306778907776
cohorts,UMLS:C0599755||cohorts,cohorts,1.0
Non-Hodgkin's Lymphoma,C0024305||Non-Hodgkin's Lymphoma,non-Hodgkin lymphoma,0.962672770023346
"Granuloma, Hodgkin","C0019829||Granuloma, Hodgkin",non-Hodgkin lymphoma,0.7998160719871521
non-Hodgkin lymphoma,UMLS:C0024305||non-Hodgkin lymphoma,non-Hodgkin lymphoma,1.0
Dementia,C0497327||Dementia,dementia,0.9869516491889954
Nootropic Drug,C0242913||Nootropic Drug,dementia,0.7647624015808105
Semantic Dementia,C0338462||Semantic Dementia,dementia,0.7592765688896179
AIDS Dementia Complex,C0001849||AIDS Dementia Complex,dementia,0.755993127822876
"Dementia, Primary Senile Degenerative","C0002395||Dementia, Primary Senile Degenerative",dementia,0.7267464399337769
dementia,UMLS:C0497327||dementia,dementia,1.0
NO,UMLS:C0028128||NO,NO,1.0
Implantable Defibrillator,C0162589||Implantable Defibrillator,transvenous implantable cardioverter defibrillator,0.8596272468566895
transvenous implantable cardioverter defibrillator,UMLS:C0810516||transvenous implantable cardioverter defibrillator,transvenous implantable cardioverter defibrillator,1.0
Sr(2+) ions,UMLS:C0038467||Sr(2+) ions,Sr(2+) ions,1.0
Eubacteria,C0004611||Eubacteria,bacteria,0.9934797286987305
bacteria,C1510439||bacteria,bacteria,0.9934797286987305
Enteric Bacteria,C4316902||Enteric Bacteria,bacteria,0.8176665306091309
Bacterial Vaccines,C0004632||Bacterial Vaccines,bacteria,0.7733591794967651
Bacteriuria,C0004659||Bacteriuria,bacteria,0.7567694783210754
bacteria,UMLS:C0004611||bacteria,bacteria,1.0
Fermented Foods,C1827145||Fermented Foods,fermented,0.7482642531394958
fermented,UMLS:C0015852||fermented,fermented,1.0
Orthodontic Space Closure,C0376671||Orthodontic Space Closure,orthodontic space closure,0.9901801347732544
orthodontic space closure,UMLS:C0376671||orthodontic space closure,orthodontic space closure,1.0
RT,UMLS:C0022671||RT,RT,1.0
Hb A1a+b,C0019018||Hb A1a+b,HbA1c,0.7043165564537048
HbA1c,UMLS:C0019018||HbA1c,HbA1c,1.0
TB,UMLS:C0041296||TB,TB,1.0
Uncertainty,C0087130||Uncertainty,uncertainties,0.7333916425704956
uncertainties,UMLS:C0087130||uncertainties,uncertainties,1.0
National Surgical Quality Improvement Program Participant Data Use File,UMLS:C0242193||National Surgical Quality Improvement Program Participant Data Use File,National Surgical Quality Improvement Program Participant Data Use File,1.0
"Hydrolase, S-adenosylhomocysteine","C0050795||Hydrolase, S-adenosylhomocysteine",SAH,0.7108010053634644
SAH,UMLS:C0038525||SAH,SAH,1.0
Polysaccharide,C0032594||Polysaccharide,glycans,0.9927570819854736
Glycosaminoglycans,C0017973||Glycosaminoglycans,glycans,0.7149976491928101
glycans,UMLS:C0032594||glycans,glycans,1.0
LCDs,UMLS:C0259836||LCDs,LCDs,1.0
"Genes, TP53","C0079419||Genes, TP53",p53,0.8551555871963501
pp53 Phosphoprotein,C0080055||pp53 Phosphoprotein,p53,0.7441861629486084
p53,UMLS:C0080055||p53,p53,1.0
"Recipients, Transplant","C0376387||Recipients, Transplant",recipients,0.7519487738609314
recipients,UMLS:C1709854||recipients,recipients,1.0
methods,C0025664||methods,methods,0.9443117380142212
methods,UMLS:C0025663||methods,methods,1.0
Vibrio cholerae-asiaticae,C0042629||Vibrio cholerae-asiaticae,Vibrio cholerae,0.9864466190338135
Vibrio cholerae O1,C0318248||Vibrio cholerae O1,Vibrio cholerae,0.8410534858703613
Vibrio cholerae Infections,C0008354||Vibrio cholerae Infections,Vibrio cholerae,0.8069923520088196
Vibrio cholerae,UMLS:C0042629||Vibrio cholerae,Vibrio cholerae,1.0
Costa Rica,C0010182||Costa Rica,Costa Rica Dome,0.9938802123069763
Costa Rica Dome,UMLS:C0010182||Costa Rica Dome,Costa Rica Dome,1.0
studies,UMLS:C2603343||studies,studies,1.0
butyrate metabolism pathways,UMLS:C1158849||butyrate metabolism pathways,butyrate metabolism pathways,1.0
Pharmacotherapy,C0013216||Pharmacotherapy,chemotherapy,0.9883521199226379
chemotherapy,C0013217||chemotherapy,chemotherapy,0.9883521199226379
Hyperthermic Intraperitoneal Chemotherapy,C1868801||Hyperthermic Intraperitoneal Chemotherapy,chemotherapy,0.8593622446060181
Polychemotherapy,C2717829||Polychemotherapy,chemotherapy,0.8106584548950195
Induction Chemotherapy,C3179010||Induction Chemotherapy,chemotherapy,0.7938870787620544
chemotherapy,UMLS:C3665472||chemotherapy,chemotherapy,1.0
Religious Missions,C0026219||Religious Missions,emissions,0.8254333138465881
emissions,UMLS:C0004380||emissions,emissions,1.0
Joints,C0022417||Joints,joint,0.9806032180786133
Arthralgia,C0003862||Arthralgia,joint,0.801886260509491
Zygapophysial Joint,C0224521||Zygapophysial Joint,joint,0.7795718908309937
"Joints, Acetabulofemoral","C0019558||Joints, Acetabulofemoral",joint,0.7674049735069275
Arthropathy,C0022408||Arthropathy,joint,0.7517901062965393
joint,UMLS:C0022417||joint,joint,1.0
hanging,UMLS:C0544691||hanging,hanging,1.0
HR,UMLS:C0018810||HR,HR,1.0
Electric Capacitance,C0242264||Electric Capacitance,capacitance response,0.7817236185073853
Vascular Capacitance,C0282551||Vascular Capacitance,capacitance response,0.7510554790496826
Response Time,C0034746||Response Time,capacitance response,0.7817364931106567
"SOS Response, Genetics","C0037703||SOS Response, Genetics",capacitance response,0.776041567325592
Iron-Regulatory Proteins,C0378503||Iron-Regulatory Proteins,capacitance response,0.7320339679718018
Response Elements,C0600508||Response Elements,capacitance response,0.710436224937439
Acute-Phase Reaction,C0001349||Acute-Phase Reaction,capacitance response,0.7091972827911377
capacitance response,UMLS:C0282551||capacitance response,capacitance response,1.0
root filled,UMLS:C0035848||root filled,root filled,1.0
translated,UMLS:C1519614||translated,translated,1.0
Loss of Heterozygosity,C0524869||Loss of Heterozygosity,allelic,0.7422333359718323
allelic,UMLS:C0002085||allelic,allelic,1.0
showed,UMLS:C0243095||showed,showed,1.0
Study,UMLS:C2603343||Study,Study,1.0
Patterns,UMLS:C0449774||Patterns,Patterns,1.0
Capillary,C0006901||Capillary,capillary (children) sample,0.9919218420982361
Capillary Action,C3202974||Capillary Action,capillary (children) sample,0.8462650775909424
Capillary Beds,C0489802||Capillary Beds,capillary (children) sample,0.8247844576835632
Skrjabinocapillaria,C0006896||Skrjabinocapillaria,capillary (children) sample,0.7683120965957642
Capillary Tubing,C3178916||Capillary Tubing,capillary (children) sample,0.7634527087211609
Youth Sports,C4042873||Youth Sports,capillary (children) sample,0.7583677768707275
Adult Children,C0683572||Adult Children,capillary (children) sample,0.7573744058609009
"Children, Orphaned","C0242299||Children, Orphaned",capillary (children) sample,0.7509276866912842
capillary (children) sample,UMLS:C0444254||capillary (children) sample,capillary (children) sample,1.0
Fetal Alcohol Spectrum Disorders,C2985290||Fetal Alcohol Spectrum Disorders,ASDs,0.7434136867523193
ASDs,UMLS:C1254351||ASDs,ASDs,1.0
"Mice, Knockout","C0206745||Mice, Knockout",knockout,0.9228663444519043
Gene Knockout Techniques,C0599772||Gene Knockout Techniques,knockout,0.9221374988555908
"Mice, Knockout, ApoE","C4505193||Mice, Knockout, ApoE",knockout,0.794701337814331
knockout,UMLS:C1522225||knockout,knockout,1.0
local,UMLS:C0205276||local,local,1.0
Somatomotor Area,C0026607||Somatomotor Area,cortex,0.7794735431671143
Area V1,C0038446||Area V1,cortex,0.7504028677940369
"Region, Insular","C0021640||Region, Insular",cortex,0.7051892876625061
Parietal Lobes,C0030560||Parietal Lobes,cortex,0.7011074423789978
cortex,UMLS:C0007776||cortex,cortex,1.0
Open Field Test,C5392081||Open Field Test,open field test,0.9848322868347168
open field test,UMLS:C0022885||open field test,open field test,1.0
Designer Drugs,C0011684||Designer Drugs,designer drugs,0.9816162586212158
designer drugs,UMLS:C0011684||designer drugs,designer drugs,1.0
reported,UMLS:C0684224||reported,reported,1.0
"Acid, Glycyrrhizinic","C0061751||Acid, Glycyrrhizinic",glycyrrhizic acid,0.9583215713500977
Glycyrrhetic Acid,C0017986||Glycyrrhetic Acid,glycyrrhizic acid,0.7032784819602966
glycyrrhizic acid,UMLS:C0061751||glycyrrhizic acid,glycyrrhizic acid,1.0
"Test, Patch","C0030646||Test, Patch",patch,0.7888608574867249
Nicotine Patch,C0358855||Nicotine Patch,patch,0.7108068466186523
patch,UMLS:C1305400||patch,patch,1.0
DiI,UMLS:C0282574||DiI,DiI,1.0
Bassoon,UMLS:C1454967||Bassoon,Bassoon,1.0
CBG,C1452313||CBG,CBG,0.9898204207420349
CBG,UMLS:C0055767||CBG,CBG,1.0
TiZr,UMLS:C4041873||TiZr,TiZr,1.0
Cattle,C0007452||Cattle,dairy cattle,0.7180524468421936
dairy cattle,UMLS:C0007452||dairy cattle,dairy cattle,1.0
VO2 max,UMLS:C0429693||VO2 max,VO2 max,1.0
retrospectively reviewed.,UMLS:C0035363||retrospectively reviewed.,retrospectively reviewed.,1.0
Pupa,C0034120||Pupa,Pupae,0.9769689440727234
Pupae,UMLS:C0034120||Pupae,Pupae,1.0
"Receptor, Lipoglycan","C0108768||Receptor, Lipoglycan",LPS,0.7486619353294373
LPS,UMLS:C0023810||LPS,LPS,1.0
Myeloid-Derived Suppressor Cells,C4277543||Myeloid-Derived Suppressor Cells,MDSCs,0.9898321628570557
MDSCs,UMLS:C4277543||MDSCs,MDSCs,1.0
HCC,UMLS:C2239176||HCC,HCC,1.0
standard protocol,UMLS:C0442711||standard protocol,standard protocol,1.0
studied,UMLS:C0947630||studied,studied,1.0
